x_value,total_1,total_2 
9370,10389,5762
9371,10384,5763
9372,10384,5762
9373,10392,5761
9374,10386,5762
9375,10380,5765
9376,10385,5763
9377,10390,5761
9378,10386,5767
9379,10383,5772
9380,10388,5774
9381,10389,5778
9382,10385,5778
9383,10389,5773
9384,10396,5778
9385,10394,5784
9386,10392,5784
9387,10394,5783
9388,10399,5789
9389,10399,5793
9390,10404,5798
9391,10400,5793
9392,10407,5796
9393,10408,5801
9394,10415,5796
9395,10415,5797
9396,10422,5793
9397,10416,5798
9398,10415,5800
9399,10422,5800
9400,10428,5805
9401,10436,5807
9402,10436,5813
9403,10441,5808
9404,10438,5812
9405,10443,5807
9406,10442,5807
9407,10449,5808
9408,10453,5813
9409,10458,5809
9410,10459,5805
9411,10467,5808
9412,10461,5809
9413,10462,5805
9414,10463,5804
9415,10461,5799
9416,10464,5799
9417,10467,5802
9418,10465,5799
9419,10459,5803
9420,10457,5808
9421,10454,5808
9422,10456,5811
9423,10458,5809
9424,10460,5815
9425,10464,5818
9426,10466,5822
9427,10469,5819
9428,10465,5815
9429,10472,5817
9430,10466,5813
9431,10474,5813
9432,10472,5815
9433,10477,5811
9434,10472,5814
9435,10466,5809
9436,10463,5815
9437,10470,5813
9438,10474,5819
9439,10476,5824
9440,10471,5828
9441,10469,5829
9442,10472,5827
9443,10468,5833
9444,10467,5836
9445,10468,5836
9446,10473,5833
9447,10469,5836
9448,10463,5842
9449,10463,5838
9450,10462,5836
9451,10460,5842
9452,10460,5837
9453,10454,5833
9454,10450,5830
9455,10456,5831
9456,10451,5829
9457,10446,5830
9458,10440,5825
9459,10439,5826
9460,10445,5829
9461,10441,5834
9462,10441,5838
9463,10446,5839
9464,10447,5845
9465,10450,5849
9466,10448,5850
9467,10447,5856
9468,10441,5853
9469,10445,5851
9470,10442,5852
9471,10443,5855
9472,10441,5850
9473,10444,5845
9474,10443,5851
9475,10445,5855
9476,10446,5860
9477,10452,5860
9478,10460,5861
9479,10458,5863
9480,10461,5869
9481,10469,5869
9482,10467,5872
9483,10470,5872
9484,10466,5874
9485,10467,5870
9486,10473,5872
9487,10470,5878
9488,10470,5880
9489,10477,5878
9490,10475,5874
9491,10478,5869
9492,10475,5868
9493,10477,5871
9494,10485,5877
9495,10485,5874
9496,10485,5874
9497,10481,5877
9498,10479,5873
9499,10487,5878
9500,10486,5875
9501,10487,5874
9502,10481,5880
9503,10478,5881
9504,10478,5881
9505,10479,5887
9506,10474,5887
9507,10468,5882
9508,10467,5883
9509,10475,5883
9510,10477,5883
9511,10478,5885
9512,10486,5881
9513,10492,5879
9514,10494,5884
9515,10490,5890
9516,10494,5892
9517,10497,5897
9518,10493,5901
9519,10488,5898
9520,10483,5902
9521,10480,5907
9522,10475,5911
9523,10482,5915
9524,10488,5910
9525,10482,5911
9526,10480,5917
9527,10476,5918
9528,10471,5924
9529,10468,5929
9530,10476,5933
9531,10480,5930
9532,10479,5935
9533,10478,5932
9534,10486,5935
9535,10492,5936
9536,10499,5936
9537,10502,5937
9538,10502,5933
9539,10509,5936
9540,10511,5936
9541,10506,5932
9542,10511,5935
9543,10505,5930
9544,10509,5933
9545,10505,5934
9546,10510,5938
9547,10512,5944
9548,10519,5946
9549,10526,5942
9550,10522,5938
9551,10516,5942
9552,10522,5937
9553,10520,5941
9554,10517,5940
9555,10512,5945
9556,10517,5947
9557,10522,5950
9558,10522,5951
9559,10528,5952
9560,10527,5952
9561,10532,5947
9562,10533,5946
9563,10528,5945
9564,10525,5949
9565,10522,5954
9566,10523,5951
9567,10528,5951
9568,10528,5948
9569,10534,5951
9570,10537,5949
9571,10536,5944
9572,10539,5940
9573,10534,5943
9574,10530,5939
9575,10526,5941
9576,10529,5943
9577,10523,5940
9578,10525,5945
9579,10521,5941
9580,10520,5937
9581,10517,5934
9582,10512,5937
9583,10519,5941
9584,10518,5942
9585,10523,5937
9586,10530,5941
9587,10528,5936
9588,10536,5938
9589,10535,5937
9590,10542,5943
9591,10550,5944
9592,10553,5944
9593,10553,5945
9594,10561,5945
9595,10558,5946
9596,10562,5941
9597,10566,5937
9598,10572,5941
9599,10569,5945
9600,10574,5949
9601,10571,5953
9602,10566,5951
9603,10567,5953
9604,10564,5949
9605,10561,5946
9606,10568,5950
9607,10576,5952
9608,10581,5948
9609,10580,5953
9610,10579,5959
9611,10583,5961
9612,10586,5958
9613,10590,5960
9614,10598,5963
9615,10602,5968
9616,10606,5969
9617,10603,5971
9618,10604,5968
9619,10606,5969
9620,10612,5965
9621,10606,5965
9622,10608,5965
9623,10611,5965
9624,10609,5966
9625,10607,5967
9626,10602,5968
9627,10602,5968
9628,10603,5964
9629,10609,5962
9630,10604,5966
9631,10600,5971
9632,10596,5966
9633,10594,5962
9634,10600,5967
9635,10598,5965
9636,10593,5961
9637,10598,5964
9638,10602,5967
9639,10605,5969
9640,10612,5971
9641,10620,5976
9642,10622,5982
9643,10625,5985
9644,10623,5989
9645,10627,5994
9646,10630,5999
9647,10629,6003
9648,10625,6001
9649,10628,6005
9650,10631,6000
9651,10635,5999
9652,10642,6003
9653,10648,6008
9654,10647,6010
9655,10653,6013
9656,10653,6009
9657,10652,6008
9658,10649,6012
9659,10650,6010
9660,10657,6016
9661,10656,6022
9662,10657,6018
9663,10665,6018
9664,10660,6016
9665,10655,6015
9666,10660,6014
9667,10666,6019
9668,10668,6021
9669,10674,6025
9670,10681,6028
9671,10689,6033
9672,10691,6034
9673,10698,6030
9674,10700,6035
9675,10707,6038
9676,10708,6036
9677,10713,6036
9678,10715,6032
9679,10721,6033
9680,10719,6033
9681,10719,6031
9682,10722,6034
9683,10729,6035
9684,10728,6038
9685,10732,6040
9686,10730,6044
9687,10735,6041
9688,10735,6042
9689,10736,6038
9690,10730,6036
9691,10730,6042
9692,10729,6044
9693,10736,6047
9694,10730,6045
9695,10731,6041
9696,10731,6045
9697,10735,6040
9698,10730,6042
9699,10727,6044
9700,10726,6042
9701,10725,6038
9702,10730,6033
9703,10736,6028
9704,10732,6026
9705,10736,6032
9706,10739,6038
9707,10741,6043
9708,10743,6043
9709,10740,6042
9710,10748,6043
9711,10745,6041
9712,10746,6042
9713,10746,6037
9714,10748,6041
9715,10755,6038
9716,10750,6036
9717,10746,6042
9718,10750,6046
9719,10753,6042
9720,10757,6046
9721,10762,6043
9722,10765,6044
9723,10761,6041
9724,10756,6045
9725,10750,6044
9726,10751,6050
9727,10749,6053
9728,10756,6057
9729,10763,6061
9730,10758,6065
9731,10761,6066
9732,10760,6065
9733,10763,6070
9734,10768,6072
9735,10763,6070
9736,10764,6076
9737,10770,6073
9738,10766,6079
9739,10771,6079
9740,10769,6077
9741,10772,6072
9742,10778,6077
9743,10782,6078
9744,10789,6073
9745,10784,6070
9746,10790,6071
9747,10795,6072
9748,10803,6078
9749,10809,6074
9750,10811,6075
9751,10815,6076
9752,10823,6080
9753,10829,6076
9754,10826,6075
9755,10821,6073
9756,10821,6071
9757,10824,6076
9758,10831,6082
9759,10835,6083
9760,10840,6080
9761,10848,6078
9762,10845,6081
9763,10843,6087
9764,10849,6082
9765,10856,6087
9766,10864,6088
9767,10860,6089
9768,10854,6092
9769,10848,6090
9770,10842,6085
9771,10841,6086
9772,10844,6085
9773,10843,6084
9774,10850,6079
9775,10858,6084
9776,10857,6084
9777,10855,6085
9778,10853,6091
9779,10859,6090
9780,10865,6095
9781,10873,6093
9782,10872,6091
9783,10874,6087
9784,10876,6089
9785,10884,6090
9786,10885,6091
9787,10891,6095
9788,10885,6092
9789,10884,6095
9790,10884,6095
9791,10881,6094
9792,10881,6098
9793,10881,6098
9794,10881,6101
9795,10888,6100
9796,10883,6103
9797,10889,6102
9798,10891,6106
9799,10899,6112
9800,10898,6109
9801,10906,6113
9802,10907,6110
9803,10901,6112
9804,10909,6118
9805,10913,6118
9806,10913,6113
9807,10918,6110
9808,10917,6107
9809,10911,6107
9810,10918,6108
9811,10921,6105
9812,10927,6108
9813,10935,6111
9814,10943,6108
9815,10949,6111
9816,10945,6110
9817,10947,6110
9818,10953,6106
9819,10959,6104
9820,10967,6107
9821,10964,6104
9822,10970,6110
9823,10966,6109
9824,10968,6115
9825,10973,6115
9826,10981,6115
9827,10975,6118
9828,10970,6113
9829,10978,6119
9830,10982,6122
9831,10981,6117
9832,10983,6122
9833,10990,6125
9834,10987,6127
9835,10993,6122
9836,10994,6127
9837,10995,6127
9838,10999,6128
9839,11003,6128
9840,10997,6126
9841,11003,6122
9842,11003,6128
9843,11000,6132
9844,11001,6134
9845,11004,6137
9846,11000,6133
9847,11002,6137
9848,11000,6132
9849,11001,6132
9850,10998,6134
9851,10999,6138
9852,11005,6135
9853,11000,6138
9854,11008,6139
9855,11009,6144
9856,11017,6146
9857,11012,6152
9858,11010,6157
9859,11007,6158
9860,11005,6164
9861,10999,6161
9862,10994,6164
9863,10994,6163
9864,10989,6162
9865,10988,6164
9866,10995,6168
9867,10989,6168
9868,10991,6173
9869,10990,6177
9870,10991,6175
9871,10985,6177
9872,10980,6175
9873,10983,6180
9874,10978,6184
9875,10973,6186
9876,10981,6189
9877,10976,6193
9878,10980,6199
9879,10981,6204
9880,10982,6209
9881,10979,6208
9882,10979,6208
9883,10984,6206
9884,10980,6201
9885,10985,6200
9886,10985,6204
9887,10993,6200
9888,10990,6204
9889,10992,6208
9890,10991,6208
9891,10996,6214
9892,11002,6209
9893,11007,6212
9894,11015,6211
9895,11023,6209
9896,11020,6215
9897,11024,6211
9898,11018,6207
9899,11020,6209
9900,11026,6214
9901,11027,6218
9902,11027,6221
9903,11021,6227
9904,11018,6223
9905,11020,6225
9906,11017,6223
9907,11023,6219
9908,11023,6224
9909,11029,6229
9910,11033,6226
9911,11031,6230
9912,11037,6229
9913,11042,6233
9914,11048,6239
9915,11043,6243
9916,11043,6246
9917,11042,6249
9918,11038,6248
9919,11032,6243
9920,11037,6243
9921,11035,6240
9922,11037,6236
9923,11039,6240
9924,11043,6235
9925,11050,6241
9926,11054,6247
9927,11062,6243
9928,11067,6244
9929,11061,6243
9930,11062,6241
9931,11058,6245
9932,11052,6243
9933,11048,6244
9934,11047,6245
9935,11050,6250
9936,11048,6245
9937,11051,6245
9938,11050,6247
9939,11052,6248
9940,11057,6246
9941,11051,6245
9942,11048,6244
9943,11053,6244
9944,11052,6244
9945,11053,6250
9946,11054,6255
9947,11054,6250
9948,11048,6252
9949,11045,6250
9950,11047,6252
9951,11048,6253
9952,11052,6258
9953,11049,6254
9954,11048,6251
9955,11046,6250
9956,11054,6253
9957,11048,6259
9958,11048,6262
9959,11049,6262
9960,11050,6257
9961,11045,6262
9962,11042,6260
9963,11036,6262
9964,11034,6257
9965,11036,6252
9966,11032,6252
9967,11036,6251
9968,11037,6250
9969,11039,6256
9970,11047,6255
9971,11049,6253
9972,11052,6254
9973,11048,6253
9974,11042,6248
9975,11049,6249
9976,11048,6252
9977,11045,6254
9978,11040,6258
9979,11046,6261
9980,11041,6267
9981,11043,6266
9982,11044,6269
9983,11047,6272
9984,11044,6278
9985,11050,6280
9986,11044,6282
9987,11047,6281
9988,11054,6284
9989,11050,6289
9990,11049,6289
9991,11051,6295
9992,11056,6299
9993,11061,6301
9994,11055,6300
9995,11050,6298
9996,11052,6298
9997,11060,6298
9998,11068,6302
9999,11063,6307
10000,11057,6311
10001,11053,6314
10002,11052,6317
10003,11055,6323
10004,11053,6318
10005,11054,6316
10006,11050,6317
10007,11057,6320
10008,11062,6323
10009,11066,6323
10010,11065,6318
10011,11063,6316
10012,11061,6319
10013,11065,6315
10014,11065,6311
10015,11063,6315
10016,11070,6315
10017,11077,6320
10018,11085,6324
10019,11093,6321
10020,11092,6322
10021,11089,6328
10022,11087,6327
10023,11083,6322
10024,11084,6317
10025,11084,6323
10026,11088,6319
10027,11096,6324
10028,11090,6321
10029,11096,6323
10030,11099,6323
10031,11095,6326
10032,11103,6332
10033,11111,6332
10034,11106,6328
10035,11109,6324
10036,11104,6321
10037,11099,6325
10038,11100,6328
10039,11102,6329
10040,11097,6332
10041,11101,6333
10042,11096,6337
10043,11103,6343
10044,11103,6347
10045,11103,6343
10046,11108,6348
10047,11106,6349
10048,11106,6351
10049,11108,6353
10050,11107,6351
10051,11102,6351
10052,11099,6357
10053,11099,6360
10054,11101,6355
10055,11109,6356
10056,11110,6354
10057,11108,6349
10058,11111,6346
10059,11117,6346
10060,11116,6347
10061,11118,6345
10062,11126,6341
10063,11132,6341
10064,11126,6346
10065,11121,6346
10066,11124,6347
10067,11131,6350
10068,11136,6348
10069,11142,6346
10070,11146,6343
10071,11153,6348
10072,11160,6350
10073,11161,6352
10074,11161,6358
10075,11160,6362
10076,11159,6359
10077,11163,6365
10078,11164,6361
10079,11172,6363
10080,11173,6362
10081,11179,6368
10082,11182,6370
10083,11186,6372
10084,11192,6377
10085,11196,6373
10086,11190,6371
10087,11188,6372
10088,11188,6373
10089,11182,6379
10090,11187,6381
10091,11194,6377
10092,11189,6379
10093,11192,6384
10094,11195,6381
10095,11202,6378
10096,11202,6382
10097,11206,6384
10098,11205,6383
10099,11204,6380
10100,11199,6382
10101,11205,6384
10102,11206,6384
10103,11205,6380
10104,11201,6376
10105,11199,6374
10106,11200,6372
10107,11202,6373
10108,11207,6371
10109,11209,6372
10110,11205,6375
10111,11203,6371
10112,11199,6372
10113,11207,6370
10114,11214,6376
10115,11220,6379
10116,11224,6379
10117,11226,6384
10118,11234,6380
10119,11234,6379
10120,11236,6374
10121,11235,6380
10122,11234,6380
10123,11234,6381
10124,11239,6380
10125,11240,6379
10126,11236,6384
10127,11234,6383
10128,11238,6388
10129,11232,6384
10130,11232,6388
10131,11237,6394
10132,11239,6393
10133,11233,6399
10134,11231,6405
10135,11236,6411
10136,11239,6407
10137,11239,6410
10138,11242,6414
10139,11245,6409
10140,11250,6413
10141,11257,6418
10142,11265,6413
10143,11270,6408
10144,11266,6414
10145,11262,6409
10146,11270,6414
10147,11275,6409
10148,11283,6414
10149,11285,6412
10150,11279,6409
10151,11284,6414
10152,11285,6411
10153,11293,6406
10154,11291,6411
10155,11299,6416
10156,11298,6413
10157,11292,6417
10158,11288,6421
10159,11287,6425
10160,11290,6422
10161,11285,6417
10162,11283,6415
10163,11277,6421
10164,11282,6427
10165,11281,6426
10166,11286,6421
10167,11282,6416
10168,11287,6420
10169,11287,6422
10170,11288,6425
10171,11283,6429
10172,11285,6431
10173,11292,6435
10174,11289,6432
10175,11289,6437
10176,11283,6436
10177,11282,6436
10178,11290,6440
10179,11288,6436
10180,11287,6432
10181,11294,6434
10182,11298,6433
10183,11300,6436
10184,11306,6433
10185,11306,6433
10186,11313,6431
10187,11313,6436
10188,11307,6433
10189,11303,6432
10190,11299,6432
10191,11301,6433
10192,11299,6434
10193,11295,6433
10194,11301,6437
10195,11298,6438
10196,11306,6439
10197,11304,6441
10198,11305,6442
10199,11309,6441
10200,11314,6436
10201,11315,6438
10202,11314,6440
10203,11314,6442
10204,11311,6443
10205,11319,6439
10206,11321,6434
10207,11320,6434
10208,11314,6432
10209,11320,6427
10210,11323,6432
10211,11329,6432
10212,11333,6429
10213,11339,6428
10214,11334,6429
10215,11334,6430
10216,11328,6427
10217,11327,6423
10218,11325,6429
10219,11329,6430
10220,11324,6425
10221,11322,6427
10222,11327,6423
10223,11331,6420
10224,11339,6415
10225,11346,6411
10226,11342,6406
10227,11350,6410
10228,11352,6407
10229,11356,6412
10230,11353,6407
10231,11347,6406
10232,11354,6409
10233,11362,6410
10234,11356,6409
10235,11355,6405
10236,11361,6404
10237,11368,6407
10238,11365,6407
10239,11363,6413
10240,11361,6417
10241,11364,6421
10242,11364,6427
10243,11363,6422
10244,11362,6421
10245,11368,6416
10246,11375,6422
10247,11373,6421
10248,11379,6423
10249,11386,6419
10250,11393,6421
10251,11395,6421
10252,11391,6426
10253,11394,6428
10254,11394,6429
10255,11400,6426
10256,11395,6430
10257,11400,6426
10258,11406,6422
10259,11409,6424
10260,11405,6430
10261,11410,6436
10262,11405,6439
10263,11405,6443
10264,11401,6444
10265,11395,6450
10266,11390,6452
10267,11389,6458
10268,11386,6460
10269,11381,6460
10270,11382,6464
10271,11387,6463
10272,11395,6460
10273,11397,6465
10274,11400,6464
10275,11402,6459
10276,11405,6456
10277,11411,6456
10278,11409,6458
10279,11417,6461
10280,11417,6462
10281,11412,6459
10282,11419,6454
10283,11423,6460
10284,11417,6455
10285,11421,6461
10286,11422,6464
10287,11424,6464
10288,11426,6464
10289,11420,6466
10290,11416,6461
10291,11416,6457
10292,11417,6458
10293,11412,6458
10294,11420,6457
10295,11425,6455
10296,11428,6450
10297,11430,6449
10298,11431,6455
10299,11436,6458
10300,11432,6455
10301,11427,6458
10302,11423,6462
10303,11422,6460
10304,11429,6462
10305,11436,6457
10306,11436,6454
10307,11432,6450
10308,11439,6455
10309,11437,6458
10310,11434,6462
10311,11437,6461
10312,11434,6460
10313,11440,6458
10314,11444,6464
10315,11444,6470
10316,11446,6471
10317,11449,6471
10318,11455,6474
10319,11454,6472
10320,11456,6473
10321,11459,6472
10322,11463,6477
10323,11457,6472
10324,11457,6469
10325,11451,6473
10326,11450,6469
10327,11455,6469
10328,11452,6465
10329,11457,6471
10330,11456,6469
10331,11454,6468
10332,11457,6465
10333,11453,6470
10334,11450,6465
10335,11445,6469
10336,11453,6475
10337,11447,6470
10338,11442,6475
10339,11439,6476
10340,11443,6479
10341,11443,6478
10342,11438,6478
10343,11433,6475
10344,11433,6479
10345,11437,6480
10346,11443,6479
10347,11443,6475
10348,11444,6478
10349,11442,6484
10350,11448,6486
10351,11445,6492
10352,11444,6489
10353,11442,6488
10354,11445,6483
10355,11443,6483
10356,11445,6484
10357,11442,6487
10358,11436,6490
10359,11433,6490
10360,11438,6495
10361,11441,6495
10362,11447,6496
10363,11449,6501
10364,11457,6503
10365,11459,6509
10366,11465,6507
10367,11473,6508
10368,11478,6514
10369,11474,6520
10370,11473,6524
10371,11479,6524
10372,11482,6524
10373,11480,6528
10374,11480,6528
10375,11478,6523
10376,11473,6518
10377,11470,6523
10378,11469,6525
10379,11472,6527
10380,11474,6532
10381,11469,6532
10382,11471,6528
10383,11467,6533
10384,11465,6538
10385,11466,6538
10386,11469,6534
10387,11477,6533
10388,11480,6529
10389,11476,6532
10390,11484,6535
10391,11481,6533
10392,11489,6529
10393,11489,6525
10394,11495,6529
10395,11494,6525
10396,11490,6520
10397,11494,6526
10398,11493,6532
10399,11490,6528
10400,11489,6524
10401,11495,6529
10402,11491,6527
10403,11495,6522
10404,11497,6517
10405,11493,6520
10406,11492,6517
10407,11491,6514
10408,11492,6510
10409,11498,6511
10410,11493,6511
10411,11494,6509
10412,11500,6511
10413,11507,6507
10414,11507,6505
10415,11510,6508
10416,11518,6507
10417,11521,6512
10418,11528,6518
10419,11525,6513
10420,11529,6516
10421,11531,6520
10422,11529,6519
10423,11531,6516
10424,11531,6511
10425,11527,6517
10426,11522,6519
10427,11516,6517
10428,11524,6513
10429,11527,6508
10430,11535,6507
10431,11534,6509
10432,11535,6511
10433,11532,6513
10434,11537,6518
10435,11543,6518
10436,11543,6520
10437,11541,6523
10438,11542,6527
10439,11542,6529
10440,11543,6525
10441,11539,6526
10442,11541,6528
10443,11540,6524
10444,11543,6526
10445,11547,6531
10446,11545,6532
10447,11540,6536
10448,11546,6542
10449,11550,6539
10450,11558,6538
10451,11552,6539
10452,11547,6543
10453,11548,6546
10454,11543,6551
10455,11543,6547
10456,11544,6549
10457,11539,6555
10458,11545,6552
10459,11540,6554
10460,11546,6555
10461,11543,6558
10462,11551,6561
10463,11557,6559
10464,11551,6558
10465,11551,6558
10466,11547,6560
10467,11541,6561
10468,11544,6558
10469,11540,6561
10470,11546,6556
10471,11540,6558
10472,11537,6553
10473,11534,6557
10474,11540,6563
10475,11548,6562
10476,11543,6566
10477,11538,6566
10478,11542,6569
10479,11539,6565
10480,11542,6567
10481,11548,6571
10482,11543,6566
10483,11540,6563
10484,11537,6558
10485,11545,6557
10486,11553,6555
10487,11557,6551
10488,11555,6557
10489,11549,6561
10490,11550,6557
10491,11551,6563
10492,11554,6561
10493,11548,6561
10494,11546,6564
10495,11550,6566
10496,11550,6568
10497,11553,6571
10498,11554,6569
10499,11549,6575
10500,11556,6578
10501,11564,6582
10502,11566,6588
10503,11573,6585
10504,11578,6582
10505,11577,6586
10506,11582,6590
10507,11588,6587
10508,11596,6583
10509,11596,6585
10510,11590,6580
10511,11587,6580
10512,11593,6578
10513,11599,6574
10514,11594,6578
10515,11596,6583
10516,11592,6584
10517,11588,6582
10518,11594,6578
10519,11598,6582
10520,11602,6583
10521,11605,6587
10522,11611,6591
10523,11610,6595
10524,11604,6592
10525,11598,6592
10526,11596,6587
10527,11602,6591
10528,11603,6588
10529,11605,6590
10530,11612,6589
10531,11611,6594
10532,11616,6591
10533,11620,6595
10534,11623,6595
10535,11626,6596
10536,11621,6593
10537,11616,6592
10538,11619,6593
10539,11615,6599
10540,11611,6603
10541,11618,6598
10542,11623,6598
10543,11619,6604
10544,11619,6609
10545,11620,6614
10546,11626,6609
10547,11622,6608
10548,11626,6614
10549,11627,6618
10550,11631,6614
10551,11634,6611
10552,11642,6617
10553,11643,6618
10554,11646,6615
10555,11644,6619
10556,11645,6624
10557,11640,6622
10558,11644,6626
10559,11644,6628
10560,11640,6629
10561,11640,6624
10562,11645,6628
10563,11646,6634
10564,11653,6629
10565,11654,6625
10566,11653,6622
10567,11658,6623
10568,11663,6626
10569,11664,6629
10570,11672,6633
10571,11673,6630
10572,11670,6636
10573,11667,6633
10574,11665,6630
10575,11673,6625
10576,11675,6631
10577,11671,6637
10578,11674,6633
10579,11670,6630
10580,11675,6630
10581,11669,6625
10582,11669,6631
10583,11668,6634
10584,11670,6631
10585,11671,6632
10586,11666,6631
10587,11662,6630
10588,11660,6633
10589,11655,6631
10590,11652,6628
10591,11649,6634
10592,11650,6640
10593,11652,6646
10594,11649,6649
10595,11645,6645
10596,11641,6644
10597,11640,6648
10598,11637,6645
10599,11639,6646
10600,11635,6648
10601,11641,6647
10602,11648,6642
10603,11655,6646
10604,11663,6648
10605,11669,6648
10606,11676,6645
10607,11683,6651
10608,11681,6646
10609,11677,6645
10610,11685,6643
10611,11691,6643
10612,11688,6642
10613,11688,6640
10614,11684,6637
10615,11690,6640
10616,11685,6643
10617,11693,6649
10618,11697,6644
10619,11697,6646
10620,11694,6652
10621,11692,6647
10622,11700,6652
10623,11701,6657
10624,11702,6658
10625,11697,6659
10626,11704,6658
10627,11699,6661
10628,11699,6667
10629,11705,6672
10630,11699,6672
10631,11706,6672
10632,11700,6673
10633,11694,6674
10634,11702,6674
10635,11696,6673
10636,11702,6671
10637,11700,6673
10638,11699,6677
10639,11698,6674
10640,11695,6670
10641,11695,6667
10642,11693,6662
10643,11688,6661
10644,11690,6665
10645,11688,6664
10646,11694,6670
10647,11694,6671
10648,11698,6668
10649,11701,6671
10650,11701,6672
10651,11698,6672
10652,11704,6673
10653,11708,6677
10654,11711,6674
10655,11711,6669
10656,11719,6673
10657,11720,6668
10658,11724,6673
10659,11727,6679
10660,11724,6685
10661,11724,6683
10662,11727,6680
10663,11725,6686
10664,11721,6689
10665,11728,6686
10666,11723,6692
10667,11731,6695
10668,11733,6698
10669,11729,6700
10670,11733,6705
10671,11741,6710
10672,11735,6714
10673,11733,6717
10674,11739,6721
10675,11737,6716
10676,11731,6721
10677,11736,6718
10678,11743,6721
10679,11742,6718
10680,11747,6714
10681,11742,6713
10682,11741,6711
10683,11739,6714
10684,11741,6719
10685,11743,6719
10686,11747,6724
10687,11748,6722
10688,11748,6720
10689,11746,6720
10690,11746,6724
10691,11748,6726
10692,11751,6730
10693,11757,6731
10694,11751,6727
10695,11751,6729
10696,11756,6726
10697,11753,6726
10698,11761,6732
10699,11763,6732
10700,11762,6735
10701,11759,6731
10702,11761,6730
10703,11766,6733
10704,11774,6738
10705,11774,6740
10706,11782,6736
10707,11778,6740
10708,11786,6738
10709,11790,6738
10710,11791,6733
10711,11791,6735
10712,11792,6731
10713,11795,6736
10714,11796,6739
10715,11804,6742
10716,11803,6741
10717,11803,6747
10718,11806,6750
10719,11800,6747
10720,11798,6742
10721,11796,6742
10722,11802,6742
10723,11799,6739
10724,11802,6734
10725,11797,6731
10726,11794,6736
10727,11794,6742
10728,11790,6741
10729,11795,6737
10730,11791,6741
10731,11788,6745
10732,11786,6747
10733,11791,6746
10734,11795,6750
10735,11792,6750
10736,11792,6746
10737,11789,6752
10738,11788,6758
10739,11796,6753
10740,11794,6750
10741,11795,6748
10742,11799,6745
10743,11797,6751
10744,11803,6756
10745,11802,6755
10746,11798,6760
10747,11802,6755
10748,11797,6757
10749,11792,6755
10750,11794,6760
10751,11792,6756
10752,11793,6760
10753,11800,6762
10754,11796,6766
10755,11790,6766
10756,11786,6765
10757,11788,6770
10758,11785,6773
10759,11782,6772
10760,11783,6768
10761,11778,6771
10762,11781,6772
10763,11784,6770
10764,11792,6772
10765,11797,6774
10766,11801,6769
10767,11796,6764
10768,11803,6761
10769,11800,6764
10770,11807,6761
10771,11813,6765
10772,11821,6765
10773,11828,6766
10774,11835,6763
10775,11832,6768
10776,11828,6768
10777,11830,6770
10778,11828,6771
10779,11829,6774
10780,11824,6780
10781,11823,6784
10782,11819,6782
10783,11823,6787
10784,11830,6788
10785,11826,6786
10786,11833,6786
10787,11835,6789
10788,11835,6788
10789,11831,6790
10790,11837,6787
10791,11837,6785
10792,11839,6787
10793,11836,6787
10794,11837,6787
10795,11842,6786
10796,11850,6784
10797,11845,6782
10798,11841,6781
10799,11844,6787
10800,11842,6786
10801,11843,6783
10802,11838,6786
10803,11840,6782
10804,11837,6784
10805,11844,6785
10806,11844,6788
10807,11846,6794
10808,11848,6791
10809,11855,6796
10810,11857,6802
10811,11855,6797
10812,11857,6797
10813,11857,6794
10814,11855,6792
10815,11849,6789
10816,11847,6785
10817,11851,6785
10818,11846,6791
10819,11854,6793
10820,11850,6793
10821,11845,6793
10822,11850,6794
10823,11845,6789
10824,11840,6792
10825,11836,6790
10826,11844,6794
10827,11839,6798
10828,11836,6800
10829,11831,6796
10830,11829,6799
10831,11825,6797
10832,11823,6796
10833,11819,6800
10834,11819,6795
10835,11826,6790
10836,11821,6796
10837,11815,6792
10838,11811,6790
10839,11814,6792
10840,11811,6794
10841,11818,6793
10842,11823,6796
10843,11823,6795
10844,11823,6798
10845,11822,6794
10846,11821,6796
10847,11821,6794
10848,11827,6798
10849,11822,6803
10850,11823,6807
10851,11826,6808
10852,11832,6814
10853,11840,6816
10854,11834,6813
10855,11833,6810
10856,11833,6816
10857,11840,6815
10858,11836,6821
10859,11839,6818
10860,11837,6821
10861,11845,6827
10862,11850,6823
10863,11851,6818
10864,11854,6815
10865,11852,6821
10866,11853,6819
10867,11849,6814
10868,11854,6814
10869,11850,6810
10870,11851,6815
10871,11847,6815
10872,11844,6820
10873,11846,6820
10874,11853,6820
10875,11854,6817
10876,11855,6822
10877,11854,6825
10878,11852,6828
10879,11859,6823
10880,11854,6818
10881,11850,6821
10882,11854,6818
10883,11848,6823
10884,11845,6829
10885,11846,6833
10886,11841,6835
10887,11838,6837
10888,11840,6833
10889,11835,6837
10890,11835,6843
10891,11840,6840
10892,11843,6838
10893,11848,6841
10894,11843,6838
10895,11840,6838
10896,11846,6833
10897,11850,6830
10898,11853,6834
10899,11850,6834
10900,11856,6838
10901,11854,6844
10902,11855,6849
10903,11862,6853
10904,11864,6857
10905,11862,6853
10906,11864,6848
10907,11869,6850
10908,11875,6852
10909,11873,6847
10910,11880,6851
10911,11883,6847
10912,11882,6846
10913,11881,6845
10914,11884,6844
10915,11890,6841
10916,11891,6841
10917,11899,6847
10918,11901,6848
10919,11903,6854
10920,11909,6854
10921,11911,6860
10922,11905,6859
10923,11901,6862
